Word	Pknown
newsflash	0.9794
newsgathering	0.8372
newsgroup	0.9673
newshound	0.8000
newsletter	0.9906
newsmaker	0.9554
newsman	0.9650
newsmonger	0.8614
newspaper	1.0000
newspaperman	0.9081
newspaperwoman	0.8149
newspeak	0.8780
newsprint	0.9651
newsreader	0.9615
newsreel	0.9669
newsroom	0.9853
newssheet	0.8317
newsstand	0.9829
newswire	0.8492
newswoman	0.9625
newsworthiness	0.9407
newsworthy	0.9852
newsy	0.6486
newt	0.9533
next	0.9976
nextdoor	0.7475
nexus	0.9350
niacin	0.8098
nib	0.8496
nibble	1.0000
nibbler	0.9746
nibs	0.8333
nice	1.0000
nicely	0.9945
niceness	0.9376
nicety	0.8615
niche	0.9707
nick	0.9738
nickel	0.9955
nickelodeon	0.9632
nicking	0.8579
nickname	1.0000
nicotine	0.9903
nicotinic	0.4648
nictitate	0.2051
niece	0.9912
niff	0.2165
niffy	0.2594
nifle	0.0419
niftiness	0.8161
nifty	0.9953
nig	0.3100
niggard	0.6211
niggardliness	0.5550
niggardly	0.7185
nigger	0.9521
niggle	0.6738
niggling	0.7546
nigh	0.9405
night	0.9950
nightcap	0.9849
nightcaps	0.9762
nightclothes	0.8842
nightclub	0.9894
nightclubbing	0.9442
nightdress	0.9282
nightfall	0.9972
nightgown	0.9853
nighthawk	0.9600
nightie	0.9163
nightingale	0.9637
nightjar	0.4468
nightlife	0.9812
nightlight	0.9712
nightlong	0.7624
nightly	0.9976
nightmare	0.9953
nightmarish	0.9807
nightmarishly	0.9277
nights	0.9949
nightshade	0.9634
nightshift	0.9581
nightshirt	0.9730
nightspot	0.8867
nightstand	0.9904
nightstick	0.8905
nighttime	0.9295
nightwalker	0.9405
nightwear	0.9828
nihilism	0.8308
nihilist	0.8090
nihilistic	0.8186
nihility	0.4582
nil	0.9045
nilpotent	0.2059
nimbi	0.1806
nimble	0.9863
nimbleness	0.9528
nimbly	0.9702
nimbus	0.9254
nimiety	0.1176
nimrod	0.9343
nincompoop	0.9343
nine	0.9974
ninebark	0.1240
ninefold	0.9300
ninepin	0.7035
ninepins	0.6412
nineteen	0.9944
nineteenth	0.9926
nineties	0.9813
ninetieth	0.9216
ninety	0.9974
ninetyfold	0.8214
ninetyish	0.6864
ninja	0.9867
ninny	0.8759
nintendo	0.9547
ninth	0.9821
ninthly	0.4976
niobium	0.1985
nip	0.9945
nipper	0.8234
nippers	0.7953
nippiness	0.7143
nipping	0.9756
nipple	0.9921
nipplewort	0.2564
nippy	0.9621
nirvana	0.9786
nisi	0.1448
nisus	0.0747
nit	0.8619
niter	0.1869
nitpick	0.9580
nitpicker	0.9702
nitrate	0.9735
nitration	0.8289
nitric	0.8313
nitride	0.6882
nitrification	0.6868
nitrify	0.3715
nitrile	0.4795
nitrite	0.8803
nitro	0.9471
nitrobacteria	0.6886
nitrobenzene	0.7041
nitrocellulose	0.7226
nitrogen	0.9949
nitrogenous	0.7958
nitroglycerin	0.9636
nitroglycerine	0.9435
nitrosamine	0.3957
nitrous	0.9317
nitwit	0.9704
nix	0.7811
nixie	0.1831
no	0.9930
nob	0.8278
nobble	0.4704
nobelium	0.3417
nobility	0.9848
noble	0.9955
nobleman	0.9901
nobleness	0.9127
noblesse	0.5552
noblewoman	0.9474
nobly	0.8545
nobody	0.9952
nociceptive	0.1976
nock	0.3408
noctule	0.2628
nocturnal	0.9863
nocturnally	0.9779
nocturne	0.9144
nocuous	0.5067
nod	0.9977
nodal	0.6585
nodding	0.9919
noddle	0.4476
node	0.9424
nodular	0.7916
nodulation	0.5583
nodule	0.8772
noel	0.9529
noetic	0.2135
nog	0.7610
noggin	0.9264
noir	0.9138
noise	0.9949
noiseless	0.9873
noiselessly	0.9597
noiselessness	0.8995
noisemaker	0.9522
noisemaking	0.9330
noiseproof	0.9140
noisily	0.9797
noisiness	0.9586
noisome	0.5077
noisy	0.9929
nom	0.5000
nomad	0.9797
nomadic	0.9693
nomadically	0.9020
nomadism	0.8582
nomenclatorial	0.6640
nomenclatural	0.7373
nomenclature	0.8492
nominal	0.9604
nominalist	0.9110
nominalization	0.9103
nominally	0.9628
nominate	0.9902
nominated	0.9975
nomination	0.9953
nominative	0.8974
nominator	0.9658
nominee	0.9895
nomothetic	0.1760
non	0.8373
nonabsorbent	0.9741
nonacademic	0.9391
nonacid	0.7126
nonadjacent	0.9618
nonadjustable	0.9635
nonaffiliated	0.9487
nonage	0.3854
nonagenarian	0.5562
nonaggression	0.9175
nonaggressive	0.9691
nonagon	0.4286
nonagricultural	0.9505
nonalcoholic	0.9791
nonaligned	0.9089
nonalignment	0.9461
nonappearance	0.9059
nonassertive	0.9470
nonathletic	0.9110
nonattached	0.8321
nonattachment	0.8849
nonattainment	0.8217
nonattendance	0.9167
nonautomotive	0.8594
nonbacterial	0.9124
nonbank	0.3333
nonbearing	0.8764
nonbeing	0.8619
nonbeliever	0.9721
nonbelligerent	0.8743
nonbinding	0.9592
nonblack	0.6189
noncancerous	0.9433
noncapital	0.7769
nonce	0.4921
noncertified	0.9559
nonchalance	0.9421
nonchalant	0.9753
nonchalantly	0.9773
nonchemical	0.9563
noncircular	0.9480
noncitizen	0.9280
nonclinical	0.9558
noncom	0.4127
noncombat	0.8938
noncombatant	0.9481
noncombustible	0.9728
noncommercial	0.9633
noncommissioned	0.9701
noncommittal	0.9673
noncommittally	0.8750
noncommunist	0.8555
noncompeting	0.9147
noncompetitive	0.9865
noncompetitively	0.9389
noncompliance	0.9928
noncompliant	0.9868
nonconductive	0.9488
nonconductor	0.8998
nonconformance	0.8886
nonconforming	0.9737
nonconformist	0.9838
nonconformity	0.9842
nonconsecutive	0.9690
noncontact	0.8455
noncontiguous	0.8892
noncontributing	0.9471
noncontributory	0.9034
noncontroversial	0.9386
nonconventional	0.8960
nonconvertible	0.9138
noncooperation	0.8900
noncorrosive	0.9589
noncreative	0.9086
noncriminal	0.9150
noncritical	0.9728
noncumulative	0.9623
noncurrent	0.8824
noncyclical	0.9137
nondairy	0.9014
nondefense	0.7889
nondemocratic	0.8850
nondenominational	0.9558
nondependent	0.8662
nondescript	0.9564
nondestructive	0.9690
nondeterministic	0.8881
nondisclosure	0.9626
nondiscretionary	0.9646
nondiscrimination	0.9636
nondiscriminatory	0.9930
nondomestic	0.8757
nondrinking	0.8501
nondrying	0.8778
none	0.9896
nonearning	0.8795
noneconomic	0.8182
nonelection	0.8063
nonelectric	0.8677
nonelectrical	0.9477
nonentity	0.8934
nonequivalent	0.9269
nonessential	0.9869
nonesuch	0.7011
nonetheless	0.9814
nonevent	0.8617
nonexclusive	0.9666
nonexecutive	0.9535
nonexempt	0.9441
nonexistence	0.9897
nonexistent	0.9858
nonexpendable	0.9598
nonfactual	0.9548
nonfamily	0.7754
nonfarm	0.3605
nonfat	0.8993
nonfatal	0.9526
nonfeasance	0.5496
nonfederal	0.8864
nonferrous	0.7548
nonfiction	0.9792
nonfictional	0.9576
nonfigurative	0.9362
nonfinancial	0.9084
nonfinite	0.6915
nonflammable	0.9538
nonfood	0.8027
nonfreezing	0.8458
nonfunctional	0.9829
nonfunctioning	0.9892
nongaseous	0.8912
nongovernmental	0.9369
nonhazardous	0.9623
nonhereditary	0.9590
nonhuman	0.9303
nonidentity	0.8615
nonillion	0.1831
nonimmigrant	0.8117
nonimpact	0.8148
nonindustrial	0.9564
noninfectious	0.9346
noninflammable	0.5217
noninsurance	0.5911
nonintellectual	0.9270
noninterference	0.9241
nonintersecting	0.8720
nonintervention	0.9046
noninterventionist	0.8268
noninvasive	0.9652
noninvolvement	0.9098
nonirritant	0.8878
nonirritating	0.8379
nonjudgmental	0.9710
nonjuring	0.2129
nonjuror	0.5769
nonjury	0.4865
nonleaded	0.7562
nonlethal	0.9754
nonlife	0.7330
nonlinear	0.9688
nonlinearity	0.8456
nonlinguistic	0.9328
nonliterary	0.9012
nonliving	0.9439
nonlocal	0.8556
nonmagnetic	0.9619
nonmalignant	0.8947
nonmalleable	0.9016
nonmanufacturing	0.8306
nonmarket	0.7537
nonmaterial	0.8902
nonmathematical	0.9437
nonmedical	0.9330
nonmember	0.9000
nonmetal	0.9162
nonmetallic	0.9709
nonmetropolitan	0.8697
nonmilitant	0.9480
nonmilitary	0.9456
nonmusical	0.9332
nonnative	0.7259
nonnegotiable	0.9460
nonnutritive	0.6491
nonobjective	0.8721
nonobligatory	0.9147
nonobservance	0.8607
nonobservant	0.8169
nonoccurrence	0.9057
nonofficial	0.8303
nonoperational	0.9026
nonorganic	0.9415
nonpaid	0.8837
nonparallel	0.9436
nonparametric	0.7670
nonpareil	0.5375
nonparent	0.7745
nonparticipant	0.9576
nonparticipating	0.9525
nonparticipation	0.9554
nonpartisan	0.9361
nonpartisanship	0.8953
nonparty	0.7457
nonpathogenic	0.9612
nonpaying	0.9514
nonpayment	0.9608
nonpeak	0.4814
nonperformance	0.9297
nonperformer	0.9443
nonperforming	0.9322
nonperishable	0.9844
nonpermanent	0.8716
nonperson	0.9104
nonphysical	0.9639
nonplus	0.8491
nonplussed	0.8624
nonpoisonous	0.9364
nonpolitical	0.9752
nonporous	0.9347
nonpresidential	0.9007
nonproducing	0.9248
nonproduction	0.9383
nonproductive	0.9764
nonproductively	0.8307
nonprofessional	0.8966
nonprofit	0.9780
nonproliferation	0.8868
nonproprietary	0.9550
nonpublic	0.8747
nonracial	0.9191
nonrandom	0.7783
nonrated	0.8492
nonreactive	0.9842
nonreactor	0.8824
nonreader	0.9321
nonrealistic	0.9005
nonreciprocal	0.9562
nonrecourse	0.6751
nonrectangular	0.8633
nonrecurring	0.9515
nonrefundable	0.9835
nonregistered	0.9225
nonreligious	0.9709
nonrenewable	0.9710
nonrenewal	0.9271
nonrepresentational	0.9704
nonresident	0.9560
nonresidential	0.9695
nonresistance	0.9289
nonresistant	0.9703
nonresponse	0.9226
nonresponsive	0.9870
nonrestrictive	0.9665
nonretirement	0.7769
nonreturnable	0.9333
nonrevenue	0.8247
nonreversible	0.9229
nonromantic	0.8260
nonscheduled	0.9005
nonscientific	0.9563
nonscientist	0.7829
nonsectarian	0.8697
nonselective	0.9657
nonsense	0.9975
nonsensical	0.9830
nonsensicality	0.7592
nonsensically	0.9292
nonsensicalness	0.6773
nonsexual	0.9682
nonsingular	0.8852
nonskid	0.6535
nonslip	0.8506
nonsmoker	0.9662
nonsmoking	0.9441
nonsocial	0.9169
nonsolid	0.8483
nonspeaking	0.9692
nonspecific	0.9795
nonstandard	0.9275
nonstarter	0.9144
nonstick	0.9758
nonstop	0.9750
nonstrategic	0.9462
nonstructural	0.9648
nonstudent	0.7916
nonsubscriber	0.9715
nonsuccess	0.6952
nonsupport	0.7583
nonsurgical	0.9681
nonsymmetrical	0.9314
nonsystematic	0.9574
nontariff	0.5425
nontax	0.4880
nontaxable	0.9616
nonteaching	0.7408
nontechnical	0.9490
nontheatrical	0.9325
nonthreatening	0.9645
nontoxic	0.9974
nontrade	0.7231
nontraditional	0.9707
nontransferable	0.9822
nontransparent	0.9444
nontribal	0.8876
nontrivial	0.9259
nonunion	0.7435
nonurban	0.7738
nonuse	0.7756
nonuser	0.8518
nonutility	0.6181
nonvascular	0.9545
nonverbal	0.9877
nonveteran	0.7863
nonviable	0.9352
nonviolence	0.9382
nonviolent	0.9840
nonvolatile	0.9062
nonvoter	0.7943
nonvoting	0.8414
nonwestern	0.8463
nonwhite	0.8360
nonworking	0.9104
nonzero	0.7007
noodle	1.0000
noodles	1.0000
nook	0.9730
noon	1.0000
noonday	0.6706
noontide	0.7000
noontime	0.8826
noose	0.9736
nope	0.9871
nor	0.9440
noradrenalin	0.4759
noradrenaline	0.6034
noradrenergic	0.1867
nordic	0.9587
norepinephrine	0.5597
norm	0.9793
normal	0.9977
normalcy	0.8814
normality	0.9735
normalization	0.9780
normalize	0.9825
normally	0.9976
normalness	0.7570
normative	0.8291
normatively	0.7253
normativity	0.6214
normotensive	0.1824
north	1.0000
northbound	0.9877
northeast	0.9919
northeaster	0.8135
northeasterly	0.9204
northeastern	0.9665
northeastward	0.9272
northeastwardly	0.8523
northeastwards	0.8530
northerliness	0.4444
northerly	0.8983
northern	0.9974
northerner	0.9809
northernmost	0.9610
northing	0.2060
northland	0.8408
northlander	0.8561
northside	0.9519
northward	0.9623
northwardly	0.8228
northwards	0.9434
northwest	0.9893
northwester	0.7180
northwesterly	0.9345
northwestern	0.9856
northwestward	0.8791
northwestwardly	0.8271
northwestwards	0.8209
nose	0.9924
nosebag	0.5895
noseband	0.5906
nosebleed	0.9842
nosed	0.9447
nosedive	0.9038
nosegay	0.6023
nosepiece	0.8795
nosey	0.9563
nosh	0.7738
nosiness	0.9474
nosing	0.9231
nosocomial	0.1871
nosology	0.1682
nostalgia	0.9927
nostalgic	0.9919
nostalgically	0.9598
nostril	0.9879
nostrum	0.7115
nosy	0.9572
not	0.9920
nota	0.2526
notability	0.9749
notable	0.9924
notably	0.9946
notarial	0.5034
notarize	0.9209
notary	0.9572
notate	0.8718
notation	0.9834
notational	0.8717
notch	0.9975
notched	0.9804
notching	0.9077
note	0.9977
notebook	1.0000
notecase	0.6739
noted	0.9928
notepad	1.0000
notepaper	0.9557
noteworthiness	0.9663
noteworthy	0.9950
nothing	0.9948
nothingness	0.9810
notice	0.9895
noticeable	1.0000
noticeably	0.9889
noticeboard	0.8244
notification	0.9974
notified	0.9972
notify	0.9949
notion	0.9897
notional	0.7385
notionally	0.6815
notochord	0.1932
notoriety	0.9650
notorious	0.9898
notoriously	0.9926
notoriousness	0.8555
notwithstanding	0.9231
nougat	0.8799
noughties	0.4032
noun	0.9973
nourish	0.9903
nourishing	0.9923
nourishment	0.9976
nous	0.3870
nouveau	0.8525
nova	0.9636
novel	0.9976
novelette	0.7598
novelist	0.9977
novelistic	0.8137
novelization	0.8511
novelize	0.8495
novella	0.9073
novelty	0.9930
november	0.9896
novena	0.3969
novice	0.9881
novitiate	0.4380
now	0.9953
nowadays	0.9616
nowhere	0.9767
nowhither	0.2027
nowise	0.2779
noxious	0.9515
noxiously	0.8750
noxiousness	0.8108
nozzle	0.9862
nth	0.4988
nu	0.3032
nuance	0.9436
nub	0.9130
nubbin	0.5348
nubble	0.3241
nubbly	0.4227
nubby	0.6019
nubile	0.8405
nuchal	0.1986
nuclear	0.9844
nuclease	0.4796
nucleate	0.6158
nucleation	0.6213
nuclei	0.9066
nucleic	0.8171
nucleoli	0.7136
nucleolus	0.6270
nucleon	0.6773
nucleoprotein	0.7891
nucleoside	0.4167
nucleosome	0.4228
nucleotide	0.7670
nucleus	0.9922
nuclide	0.3763
nude	0.9918
nudeness	0.8421
nudge	1.0000
nudie	0.7728
nudism	0.9611
nudist	0.9973
nudity	1.0000
nugatory	0.1967
nugget	0.9926
nuisance	0.9774
nuke	0.9713
null	0.9882
nullification	0.9543
nullifier	0.9113
nullify	0.9779
nullity	0.5379
numb	1.0000
number	1.0000
numberless	0.9469
numbing	0.9709
numbingly	0.9646
numbly	0.8811
numbness	0.9925
numbskull	0.9522
numen	0.2432
numerable	0.9288
numeracy	0.8326
numeral	0.9661
numerate	0.9273
numeration	0.9494
numerator	0.9845
numeric	0.9824
numerical	0.9974
numerically	0.9953
numerologist	0.9571
numerology	0.9759
numerous	0.9946
numerously	0.9339
numerousness	0.7218
numinous	0.4976
numismatic	0.5328
numismatics	0.4927
numismatist	0.3715
nummular	0.1714
numskull	0.7955
nun	0.9827
nuncio	0.2376
nuncupative	0.1366
nunnery	0.9502
nuptial	0.9208
nuptials	0.9140
nurse	1.0000
nursemaid	0.9597
nursery	0.9976
nurseryman	0.6371
nursing	0.9977
nursling	0.4703
nurturance	0.5208
nurture	0.9860
nurturer	0.9398
nut	0.9951
nutation	0.2090
nutcase	0.9793
nutcracker	0.9974
nutcrackers	0.9822
nutgall	0.1195
nuthatch	0.5040
nuthouse	0.9407
nutlike	0.7861
nutmeg	0.9857
nutpick	0.3211
nutria	0.4690
nutrient	0.9879
nutriment	0.6174
nutrimental	0.3872
nutrition	0.9928
nutritional	0.9975
nutritionally	0.9893
nutritionist	0.9919
nutritious	0.9931
nutritiously	0.9170
nutritive	0.7950
nutshell	0.9954
nutter	0.8770
nuttiness	0.9704
nutty	0.9975
nuzzle	0.9484
nylon	0.9866
nymph	0.9892
nymphet	0.6134
nymphomania	0.9633
nymphomaniac	0.9594
nystagmus	0.2305
o	0.4053
oaf	0.9709
oafish	0.6965
oafishly	0.7339
oafishness	0.8347
oak	0.9863
oaken	0.7268
oakum	0.2596
oaky	0.6640
oar	0.9783
oared	0.6742
oarfish	0.5371
oarlock	0.4723
oarsman	0.9231
oarswoman	0.7388
oases	0.6366
oasis	0.9898
oat	0.9969
oatcake	0.8108
oaten	0.3634
oath	0.9924
oatmeal	0.9921
oats	0.9953
obbligato	0.3150
obduracy	0.4289
obdurate	0.5945
obdurately	0.4937
obdurateness	0.4431
obeah	0.0767
obedience	0.9892
obedient	0.9977
obediently	0.9792
obeisance	0.5980
obeisant	0.4854
obelisk	0.8824
obese	0.9954
obesity	0.9952
obey	0.9954
obfuscate	0.7368
obfuscation	0.7133
obfuscator	0.6247
obi	0.3171
obit	0.6183
obiter	0.3245
obituary	0.9909
object	0.9975
objectification	0.9780
objectify	0.9789
objection	0.9944
objectionable	0.9930
objectionably	0.9517
objective	0.9975
objectively	0.9896
objectiveness	0.9647
objectivism	0.9603
objectivist	0.9159
objectivistic	0.6837
objectivity	0.9925
objectless	0.8692
objector	0.9573
objurgate	0.3317
oblast	0.3079
oblate	0.6281
oblation	0.5810
obligate	0.9841
obligation	0.9952
obligator	0.8601
obligatorily	0.8950
obligatory	0.9930
oblige	0.9952
obliged	0.9898
obliging	0.9678
obligingly	0.9229
obligingness	0.5820
obligor	0.3029
oblique	0.9927
obliquely	0.9459
obliqueness	0.9622
obliquity	0.5951
obliterate	0.9892
obliteration	0.9973
obliterator	0.9528
oblivion	0.9974
oblivious	0.9923
obliviously	0.9755
obliviousness	0.9375
oblong	0.9765
obloquy	0.2145
obnoxious	0.9924
obnoxiously	0.9919
obnoxiousness	0.9716
oboe	0.9051
oboist	0.5396
obscene	0.9926
obscenely	0.9900
obsceneness	0.8297
obscenity	0.9907
obscurant	0.6415
obscurantism	0.4217
obscurantist	0.3836
obscuration	0.6594
obscure	0.9930
obscurely	0.9884
obscurer	0.8801
obscurity	0.9930
obsequious	0.8085
obsequiously	0.7887
obsequiousness	0.7318
obsequy	0.3165
observability	0.9623
observable	0.9802
observably	0.9129
observance	0.9840
observant	0.9949
observantly	0.9432
observation	1.0000
observational	0.9856
observationally	0.9179
observatory	0.9976
observe	1.0000
observer	0.9874
observing	0.9942
obsess	0.9746
obsessed	0.9976
obsession	0.9977
obsessional	0.8253
obsessive	0.9949
obsessively	1.0000
obsidian	0.9015
obsolesce	0.7402
obsolescence	0.9056
obsolescent	0.8385
obsolete	1.0000
obsoleteness	0.8623
obstacle	1.0000
obstetric	0.8831
obstetrical	0.7812
obstetrically	0.7940
obstetrician	0.9566
obstetrics	0.8709
obstinacy	0.8680
obstinate	0.9538
obstinately	0.9421
obstreperous	0.5774
obstreperously	0.5448
obstreperousness	0.4833
obstruct	1.0000
obstructer	0.8571
obstruction	1.0000
obstructionism	0.9198
obstructionist	0.9203
obstructive	0.9922
obstructively	0.9672
obstruent	0.4947
obtain	0.9953
obtainable	0.9799
obtainer	0.9526
obtainment	0.8137
obtrude	0.6339
obtrusion	0.9369
obtrusive	0.9710
obtrusively	0.9682
obtrusiveness	0.9831
obtund	0.2393
obtuse	0.9776
obtusely	0.9719
obtuseness	0.9438
obverse	0.7433
obvert	0.5455
obviate	0.7032
obviation	0.5831
obvious	0.9975
obviously	0.9942
obviousness	0.9005
ocarina	0.5335
occasion	0.9947
occasional	0.9923
occasionally	0.9953
occident	0.6405
occidental	0.8041
occipital	0.7284
occlude	0.7990
occlusal	0.4551
occlusion	0.8568
occlusive	0.7892
occult	0.9580
occultation	0.6745
occulting	0.7235
occultism	0.8935
occultist	0.9106
occupancy	0.9900
occupant	0.9975
occupation	0.9973
occupational	0.9951
occupationally	0.9537
occupier	0.9770
occupy	0.9927
occur	0.9950
occurrence	0.9923
ocean	0.9953
oceanfront	0.9637
oceanic	0.9802
oceanographer	0.9711
oceanographic	0.9357
oceanographically	0.7945
oceanography	0.9806
ocelot	0.8658
ocher	0.4574
ochre	0.7515
ochroid	0.2450
ocotillo	0.1378
octagon	0.9906
octagonal	0.9716
octahedral	0.7209
octahedron	0.7658
octal	0.6408
octane	0.9833
octant	0.6053
octave	0.9888
octavo	0.5491
octet	0.7656
octillion	0.6209
october	0.9882
octogenarian	0.8625
octopi	0.9145
octopod	0.8064
octopus	0.9877
octoroon	0.3317
ocular	0.9344
oculist	0.7112
oculomotor	0.4409
oculus	0.8205
odalisque	0.2753
odd	0.9949
oddball	0.9917
oddity	0.9880
oddly	0.9873
oddment	0.5184
oddments	0.5466
oddness	0.9737
odds	0.9975
ode	0.9529
odiferous	0.7935
odious	0.8589
odiously	0.8552
odiousness	0.8538
odium	0.6746
odometer	0.9313
odontoid	0.2824
odor	0.9648
odorant	0.7361
odoriferous	0.7646
odorize	0.8732
odorless	0.9789
odorous	0.9844
odorously	0.8268
odyssey	0.9918
oedipal	0.6917
oenological	0.4386
oenologist	0.4227
oenology	0.3817
oenophile	0.4986
oeuvre	0.6322
of	0.9947
off	0.9951
offal	0.6427
offbeat	0.9908
offence	0.8905
offend	1.0000
offended	0.9949
offender	0.9952
offense	0.9762
offensive	0.9949
offensively	0.9896
offensiveness	0.9786
offer	1.0000
offering	1.0000
offertory	0.5416
offhand	0.9827
offhanded	0.9734
offhandedly	0.9526
offhandedness	0.9319
office	0.9947
officeholder	0.8596
officemate	0.8665
officer	0.9975
official	0.9977
officialdom	0.5979
officially	0.9974
officiate	0.9718
officiator	0.9239
officinal	0.1746
officious	0.8119
officiously	0.7800
officiousness	0.7352
offing	0.8442
offish	0.7245
offline	0.9908
offload	0.9363
offprint	0.6833
offputting	0.9416
offscreen	0.9738
offset	0.9975
offshoot	0.9587
offshore	0.9926
offside	0.9808
offspring	0.9905
offstage	0.9789
oft	0.8551
often	0.9976
oftentimes	0.8750
ogee	0.2331
ogle	0.9005
ogre	0.9638
ogress	0.4151
oh	0.9814
ohm	0.7466
ohmmeter	0.5725
oho	0.1675
oil	1.0000
oilbird	0.2488
oilcan	0.7708
oilcloth	0.9053
oiled	0.9976
oiler	0.9050
oilfield	0.8904
oiliness	0.9120
oillamp	0.6658
oilman	0.7990
oilpaper	0.7014
oilseed	0.8101
oilskin	0.8263
oilstone	0.6407
oily	0.9943
oink	0.9553
ointment	0.9974
ok	0.9642
okapi	0.3382
okay	0.9974
okra	0.9150
old	0.9974
olden	0.8438
older	0.9935
oldfangled	0.6533
oldfashioned	0.8879
oldie	0.9792
oldish	0.8474
oldness	0.8158
oldster	0.5815
oldwife	0.4701
oleaginous	0.2638
oleander	0.7384
olecranon	0.1124
olefin	0.2977
oleic	0.3310
oleo	0.4800
oleograph	0.4104
oleomargarine	0.3816
oleoresin	0.2748
olfaction	0.7431
olfactory	0.8512
oligarch	0.8224
oligarchic	0.7413
oligarchical	0.8138
oligarchy	0.8390
oligomer	0.1643
oligopolistic	0.4209
oligopoly	0.6625
oligotrophic	0.4906
oliguria	0.1544
olio	0.2985
olive	1.0000
olivewood	0.7750
olivine	0.3934
olla	0.1878
ology	0.4079
olympic	0.9900
olympics	0.9978
ombudsman	0.7184
omega	0.9905
omelet	0.9483
omelette	0.9947
omen	0.9973
omerta	0.2507
omicron	0.5189
ominous	0.9850
ominously	0.9799
omissible	0.8100
omission	0.9816
omit	0.9889
omnibus	0.9317
omnidirectional	0.8967
omnificent	0.7692
omnipotence	0.9592
omnipotent	0.9817
omnipresence	0.9645
omnipresent	0.9689
omniscience	0.9175
omniscient	0.9783
omnisciently	0.8578
omnivore	0.9747
omnivorous	0.9706
omnivorously	0.8941
on	0.9927
onboard	0.9679
once	1.0000
oncogene	0.3006
oncogenic	0.3882
oncologic	0.7614
oncologist	0.9471
oncology	0.9612
oncoming	0.9834
one	1.0000
oneness	0.8939
onerous	0.8549
onerously	0.7590
oneself	0.9659
onetime	0.7312
ongoing	0.9864
onion	0.9923
onionskin	0.7899
oniony	0.6490
online	0.9897
onlooker	0.9763
only	0.9975
onomatopoeia	0.9034
onomatopoeic	0.7596
onomatopoeically	0.6917
onomatopoetic	0.7554
onomatopoetically	0.6763
onrush	0.6265
onrushing	0.6605
onscreen	0.9476
onset	0.9833
onshore	0.9384
onside	0.8473
onslaught	0.9783
onstage	0.9544
ontic	0.1361
onto	0.9399
ontogenesis	0.4213
ontogenetic	0.3852
ontogenetically	0.5145
ontogeny	0.3975
ontological	0.7507
ontologically	0.7191
ontologism	0.5055
ontology	0.7519
onus	0.7221
onward	0.9924
onwards	0.9826
onyx	0.9676
oocyte	0.3446
oodles	0.9241
oogenesis	0.3626
oolong	0.6650
oomph	0.8533
oops	0.9899
ooze	0.9895
ooziness	0.8571
oozy	0.8708
op	0.6290
opacity	0.8946
opal	0.9519
opalescence	0.8058
opalescent	0.8420
opaque	0.9874
opaquely	0.9276
opaqueness	0.9624
open	1.0000
opencast	0.6593
opener	0.9952
openhanded	0.9730
openhandedly	0.9383
openhandedness	0.8915
openhearted	0.9617
openheartedly	0.9603
openheartedness	0.9492
opening	0.9947
openly	0.9949
openmouthed	0.9666
openness	0.9804
openwork	0.6468
opera	0.9900
operability	0.8848
operable	0.9803
operagoer	0.5574
operand	0.4845
operant	0.7408
operate	1.0000
operatic	0.8889
operatically	0.8249
operating	0.9948
operation	0.9976
operational	1.0000
operationalization	0.6962
operationalize	0.8037
operative	0.9922
operatively	0.9483
operator	0.9948
operatory	0.7332
opercula	0.1755
operculum	0.2590
operetta	0.8691
operon	0.1497
ophidian	0.3547
ophthalmic	0.7110
ophthalmologic	0.7980
ophthalmological	0.8545
ophthalmologist	0.8910
ophthalmology	0.8706
ophthalmoscope	0.6978
opiate	0.9293
opine	0.7700
opinion	0.9848
opinionate	0.8704
opinionated	0.9949
opinionatedly	0.7137
opinionative	0.6730
opinioned	0.8278
opioid	0.6964
opium	0.9893
opossum	0.9067
opponent	0.9948
opportune	0.9672
opportunely	0.7824
opportunism	0.9736
opportunist	0.9975
opportunistic	0.9871
opportunistically	0.9687
opportunity	0.9949
opposability	0.8504
opposable	0.9757
oppose	0.9975
opposed	1.0000
opposing	1.0000
opposite	1.0000
oppositely	0.7668
oppositeness	0.6997
opposition	0.9974
oppositional	0.9784
oppositionist	0.9209
oppress	0.9770
oppressed	0.9920
oppression	0.9890
oppressive	0.9930
oppressively	0.9851
oppressiveness	0.9722
oppressor	0.9881
opprobrious	0.3297
opprobrium	0.3596
oppugn	0.0711
oppugner	0.0679
ops	0.7282
opsonic	0.1975
opt	0.9773
optative	0.3007
optic	0.9906
optical	0.9977
optically	0.9876
optician	0.9577
optics	0.9886
optimal	0.9841
optimality	0.7468
optimism	0.9974
optimist	0.9951
optimistic	0.9948
optimistically	0.9856
optimization	0.9880
optimize	0.9974
optimum	0.9869
option	1.0000
optional	1.0000
optionally	0.9676
optoelectronic	0.5373
optometrist	0.9745
optometry	0.9495
opulence	0.9454
opulent	0.9525
opulently	0.8811
opus	0.8889
or	0.9891
oracle	0.9952
oracular	0.7297
oral	1.0000
orally	0.9920
orange	0.9931
orangeade	0.7589
orangeroot	0.4626
orangery	0.4903
orangewood	0.6619
orangey	0.6468
orangutan	0.9442
orate	0.8242
oration	0.8747
orator	0.9128
oratorical	0.8122
oratorio	0.5779
oratory	0.9049
orb	0.9690
orbed	0.4082
orbicular	0.5259
orbit	0.9976
orbital	0.9877
orbiter	0.9395
orbitofrontal	0.6993
orc	0.7817
orca	0.9456
orchard	0.9929
orchardist	0.6206
orchestra	1.0000
